rsuIP,ode_timeStamp,sequenceNumber,MsgCount,RoadRegulatorID,IntersectionID,TemporaryID,entityID,RequestID,LaneID,ApproachID,LaneConnectionID,status
10.11.81.22,2022-10-27 12:52:09.434123,,0,,12111,,1780166822,8,2,,,granted
10.11.81.22,2022-10-27 12:52:10.437184,,0,,12111,,1780166822,8,2,,,granted
10.11.81.22,2022-10-27 12:52:11.443948,,0,,12111,,1780166822,8,2,,,granted
10.11.81.22,2022-10-27 12:52:12.436764,,0,,12111,,1780166822,8,2,,,granted
10.11.81.22,2022-10-27 12:52:13.436086,,0,,12111,,1780166822,8,2,,,granted
10.11.81.22,2022-10-27 12:52:14.443784,,0,,12111,,1780166822,8,2,,,granted
10.11.81.22,2022-10-27 12:52:15.431711,,0,,12111,,1780166822,8,2,,,granted
10.11.81.22,2022-10-27 12:52:16.436856,,0,,12111,,1780166822,8,2,,,granted
10.11.81.22,2022-10-27 12:52:17.438770,,0,,12111,,1780166822,8,2,,,granted
10.11.81.22,2022-10-27 12:52:18.438047,,0,,12111,,1780166822,8,2,,,granted
10.11.81.22,2022-10-27 12:52:19.431717,,0,,12111,,1780166822,8,2,,,granted
10.11.81.22,2022-10-27 12:52:20.447111,,0,,12111,,1780166822,8,2,,,granted
10.11.81.22,2022-10-27 12:52:21.435109,,0,,12111,,1780166822,8,2,,,granted
10.11.81.22,2022-10-27 12:52:31.789607,,0,,12108,,1780166822,9,1,,,granted
10.11.81.22,2022-10-27 12:52:32.783199,,0,,12108,,1780166822,9,1,,,granted
10.11.81.22,2022-10-27 12:52:33.784364,,0,,12108,,1780166822,9,1,,,granted
10.11.81.22,2022-10-27 12:52:34.781278,,0,,12108,,1780166822,9,1,,,granted
10.11.81.22,2022-10-27 12:52:35.781806,,0,,12108,,1780166822,9,1,,,granted
10.11.81.22,2022-10-27 12:52:36.784301,,0,,12108,,1780166822,9,1,,,granted
10.11.81.22,2022-10-27 12:52:37.789813,,0,,12108,,1780166822,9,1,,,granted
10.11.81.22,2022-10-27 12:52:38.780739,,0,,12108,,1780166822,9,1,,,granted
10.11.81.22,2022-10-27 12:52:39.782552,,0,,12108,,1780166822,9,1,,,granted
10.11.81.22,2022-10-27 12:52:40.780217,,0,,12108,,1780166822,9,1,,,granted
10.11.81.22,2022-10-27 12:52:41.777819,,0,,12108,,1780166822,9,1,,,granted
10.11.81.22,2022-10-27 12:52:42.783682,,0,,12108,,1780166822,9,1,,,granted
10.11.81.22,2022-10-27 12:52:43.784568,,0,,12108,,1780166822,9,1,,,granted
10.11.81.22,2022-10-27 12:52:44.784069,,0,,12108,,1780166822,9,1,,,granted
10.11.81.22,2022-10-27 12:52:45.788739,,0,,12108,,1780166822,9,1,,,granted
10.11.81.22,2022-10-27 12:52:46.778694,,0,,12108,,1780166822,9,1,,,granted
10.11.81.22,2022-10-27 12:52:47.788994,,0,,12108,,1780166822,9,1,,,granted
10.11.81.22,2022-10-27 12:52:49.779706,,0,,12108,,1780166822,9,1,,,granted
10.11.81.22,2022-10-27 12:52:50.782681,,0,,12108,,1780166822,9,1,,,granted
10.11.81.22,2022-10-27 12:52:51.779982,,0,,12108,,1780166822,9,1,,,granted
10.11.81.22,2022-10-27 12:52:52.783215,,0,,12108,,1780166822,9,1,,,granted
10.11.81.22,2022-10-27 12:52:57.279283,,0,,12107,,1780166822,10,2,,,granted
10.11.81.22,2022-10-27 12:52:58.284391,,0,,12107,,1780166822,10,2,,,granted
10.11.81.22,2022-10-27 12:52:59.282458,,0,,12107,,1780166822,10,2,,,granted
10.11.81.22,2022-10-27 12:53:00.282682,,0,,12107,,1780166822,10,2,,,granted
10.11.81.22,2022-10-27 12:53:01.280900,,0,,12107,,1780166822,10,2,,,granted
10.11.81.22,2022-10-27 12:53:02.279464,,0,,12107,,1780166822,10,2,,,granted
10.11.81.22,2022-10-27 12:53:03.279812,,0,,12107,,1780166822,10,2,,,granted
10.11.81.22,2022-10-27 12:53:04.281289,,0,,12107,,1780166822,10,2,,,granted
10.11.81.22,2022-10-27 12:53:05.278482,,0,,12107,,1780166822,10,2,,,granted
10.11.81.22,2022-10-27 12:53:06.277401,,0,,12107,,1780166822,10,2,,,granted
10.11.81.22,2022-10-27 12:53:07.277955,,0,,12107,,1780166822,10,2,,,granted
10.11.81.22,2022-10-27 12:53:08.277431,,0,,12107,,1780166822,10,2,,,granted
10.11.81.22,2022-10-27 12:53:09.275824,,0,,12107,,1780166822,10,2,,,granted
10.11.81.22,2022-10-27 12:53:10.273214,,0,,12107,,1780166822,10,2,,,granted
10.11.81.22,2022-10-27 12:53:11.283153,,0,,12107,,1780166822,10,2,,,granted
10.11.81.22,2022-10-27 12:53:12.281021,,0,,12107,,1780166822,10,2,,,granted
10.11.81.22,2022-10-27 12:53:13.276514,,0,,12107,,1780166822,10,2,,,granted
10.11.81.22,2022-10-27 12:53:14.277065,,0,,12107,,1780166822,10,2,,,granted
10.11.81.22,2022-10-27 12:53:15.277309,,0,,12107,,1780166822,10,2,,,granted
10.11.81.22,2022-10-27 12:53:16.275494,,0,,12107,,1780166822,10,2,,,granted
10.11.81.22,2022-10-27 12:53:17.273998,,0,,12107,,1780166822,10,2,,,granted
10.11.81.22,2022-10-27 12:53:18.274762,,0,,12107,,1780166822,10,2,,,granted
10.11.81.22,2022-10-27 12:53:19.274310,,0,,12107,,1780166822,10,2,,,granted
10.11.81.22,2022-10-27 12:53:20.273747,,0,,12107,,1780166822,10,2,,,granted
10.11.81.22,2022-10-27 12:53:21.273361,,0,,12107,,1780166822,10,2,,,granted
10.11.81.22,2022-10-27 12:53:21.722578,,0,,12106,,1780166822,11,2,,,granted
10.11.81.22,2022-10-27 12:53:22.738165,,0,,12106,,1780166822,11,2,,,granted
10.11.81.22,2022-10-27 12:53:23.727993,,0,,12106,,1780166822,11,2,,,granted
10.11.81.22,2022-10-27 12:53:24.721421,,0,,12106,,1780166822,11,2,,,granted
10.11.81.22,2022-10-27 12:53:25.716248,,0,,12106,,1780166822,11,2,,,granted
10.11.81.22,2022-10-27 12:53:26.720088,,0,,12106,,1780166822,11,2,,,granted
10.11.81.22,2022-10-27 12:53:27.722768,,0,,12106,,1780166822,11,2,,,granted
10.11.81.22,2022-10-27 12:53:28.723551,,0,,12106,,1780166822,11,2,,,granted
10.11.81.22,2022-10-27 12:53:29.720013,,0,,12106,,1780166822,11,2,,,granted
10.11.81.22,2022-10-27 12:53:30.720325,,0,,12106,,1780166822,11,2,,,granted
10.11.81.22,2022-10-27 12:53:31.712713,,0,,12106,,1780166822,11,2,,,granted
10.11.81.22,2022-10-27 12:53:32.719744,,0,,12106,,1780166822,11,2,,,granted
10.11.81.22,2022-10-27 12:53:33.722193,,0,,12106,,1780166822,11,2,,,granted
10.11.81.22,2022-10-27 12:53:34.716897,,0,,12106,,1780166822,11,2,,,granted
10.11.81.22,2022-10-27 12:53:35.720912,,0,,12106,,1780166822,11,2,,,granted
10.11.81.22,2022-10-27 12:53:36.719389,,0,,12106,,1780166822,11,2,,,granted
10.11.81.22,2022-10-27 12:53:37.722486,,0,,12106,,1780166822,11,2,,,granted
10.11.81.22,2022-10-27 12:53:38.717845,,0,,12106,,1780166822,11,2,,,granted
10.11.81.22,2022-10-27 12:53:39.717400,,0,,12106,,1780166822,11,2,,,granted
10.11.81.22,2022-10-27 12:53:40.720795,,0,,12106,,1780166822,11,2,,,granted
10.11.81.22,2022-10-27 12:53:41.708029,,0,,12106,,1780166822,11,2,,,granted
10.11.81.22,2022-10-27 12:53:42.711632,,0,,12106,,1780166822,11,2,,,granted
10.11.81.22,2022-10-27 12:53:43.709130,,0,,12106,,1780166822,11,2,,,granted
10.11.81.22,2022-10-27 12:53:44.730579,,0,,12106,,1780166822,11,2,,,granted
10.11.81.22,2022-10-27 12:53:45.721874,,0,,12106,,1780166822,11,2,,,granted
10.11.81.22,2022-10-27 12:55:24.913057,,0,,12104,,1780166822,12,2,,,granted
10.11.81.22,2022-10-27 12:55:25.922500,,0,,12104,,1780166822,12,2,,,granted
10.11.81.22,2022-10-27 12:55:26.909674,,0,,12104,,1780166822,12,2,,,granted
10.11.81.22,2022-10-27 12:55:27.913341,,0,,12104,,1780166822,12,2,,,granted
10.11.81.22,2022-10-27 12:55:28.913194,,0,,12104,,1780166822,12,2,,,granted
10.11.81.22,2022-10-27 12:55:29.913090,,0,,12104,,1780166822,12,2,,,granted
10.11.81.22,2022-10-27 12:55:30.911874,,0,,12104,,1780166822,12,2,,,granted
10.11.81.22,2022-10-27 12:55:31.912956,,0,,12104,,1780166822,12,2,,,granted
10.11.81.22,2022-10-27 12:55:32.916925,,0,,12104,,1780166822,12,2,,,granted
10.11.81.22,2022-10-27 12:55:33.915220,,0,,12104,,1780166822,12,2,,,granted
10.11.81.22,2022-10-27 12:55:34.924034,,0,,12104,,1780166822,12,2,,,granted
10.11.81.22,2022-10-27 12:55:35.922105,,0,,12104,,1780166822,12,2,,,granted
10.11.81.22,2022-10-27 12:55:36.914028,,0,,12104,,1780166822,12,2,,,granted
10.11.81.22,2022-10-27 12:55:37.911545,,0,,12104,,1780166822,12,2,,,granted
10.11.81.22,2022-10-27 12:55:38.912521,,0,,12104,,1780166822,12,2,,,granted
10.11.81.22,2022-10-27 12:55:39.913158,,0,,12104,,1780166822,12,2,,,granted
10.11.81.22,2022-10-27 12:55:40.913279,,0,,12104,,1780166822,12,2,,,granted
10.11.81.22,2022-10-27 12:55:41.911926,,0,,12104,,1780166822,12,2,,,granted
10.11.81.22,2022-10-27 12:55:42.912820,,0,,12104,,1780166822,12,2,,,granted
10.11.81.22,2022-10-27 12:55:43.911556,,0,,12104,,1780166822,12,2,,,granted
10.11.81.22,2022-10-27 12:55:44.909693,,0,,12104,,1780166822,12,2,,,granted
10.11.81.22,2022-10-27 12:55:45.910397,,0,,12104,,1780166822,12,2,,,granted
10.11.81.22,2022-10-27 12:55:46.910423,,0,,12104,,1780166822,12,2,,,granted
10.11.81.22,2022-10-27 12:55:47.909682,,0,,12104,,1780166822,12,2,,,granted
10.11.81.22,2022-10-27 12:55:48.911664,,0,,12104,,1780166822,12,2,,,granted
10.11.81.22,2022-10-27 12:55:49.913786,,0,,12104,,1780166822,12,2,,,granted
10.11.81.22,2022-10-27 12:55:50.913113,,0,,12104,,1780166822,12,2,,,granted
10.11.81.22,2022-10-27 12:55:51.922248,,0,,12104,,1780166822,12,2,,,granted
10.11.81.22,2022-10-27 12:55:52.912364,,0,,12104,,1780166822,12,2,,,granted
10.11.81.22,2022-10-27 13:04:11.302265,,0,,12104,,1780166822,28,19,,,granted
10.11.81.22,2022-10-27 13:04:12.297569,,0,,12104,,1780166822,28,19,,,granted
10.11.81.22,2022-10-27 13:04:13.287702,,0,,12104,,1780166822,28,19,,,granted
10.11.81.22,2022-10-27 13:04:14.300803,,0,,12104,,1780166822,28,19,,,granted
10.11.81.22,2022-10-27 13:04:15.297694,,0,,12104,,1780166822,28,19,,,granted
10.11.81.22,2022-10-27 13:04:16.297366,,0,,12104,,1780166822,28,19,,,granted
10.11.81.22,2022-10-27 13:04:17.289006,,0,,12104,,1780166822,28,19,,,granted
10.11.81.22,2022-10-27 13:04:19.296517,,0,,12104,,1780166822,28,19,,,granted
10.11.81.22,2022-10-27 13:04:20.291874,,0,,12104,,1780166822,28,19,,,granted
10.11.81.22,2022-10-27 13:04:21.285986,,0,,12104,,1780166822,28,19,,,granted
10.11.81.22,2022-10-27 13:04:22.296300,,0,,12104,,1780166822,28,19,,,granted
10.11.81.22,2022-10-27 13:04:23.294297,,0,,12104,,1780166822,28,19,,,granted
10.11.81.22,2022-10-27 13:04:24.307652,,0,,12104,,1780166822,28,19,,,granted
10.11.81.22,2022-10-27 13:04:25.298768,,0,,12104,,1780166822,28,19,,,granted
10.11.81.22,2022-10-27 13:04:26.302023,,0,,12104,,1780166822,28,19,,,granted
10.11.81.22,2022-10-27 13:04:27.297870,,0,,12104,,1780166822,28,19,,,granted
10.11.81.22,2022-10-27 13:04:28.299421,,0,,12104,,1780166822,28,19,,,granted
10.11.81.22,2022-10-27 13:04:29.294325,,0,,12104,,1780166822,28,19,,,granted
10.11.81.22,2022-10-27 13:04:30.294155,,0,,12104,,1780166822,28,19,,,granted
10.11.81.22,2022-10-27 13:04:31.298813,,0,,12104,,1780166822,28,19,,,granted
10.11.81.22,2022-10-27 13:04:32.300608,,0,,12104,,1780166822,28,19,,,granted
10.11.81.22,2022-10-27 13:04:33.302660,,0,,12104,,1780166822,28,19,,,granted
10.11.81.22,2022-10-27 13:04:34.294508,,0,,12104,,1780166822,28,19,,,granted
10.11.81.22,2022-10-27 13:04:35.295955,,0,,12104,,1780166822,28,19,,,granted
10.11.81.22,2022-10-27 13:04:36.300539,,0,,12104,,1780166822,28,19,,,granted
10.11.81.22,2022-10-27 13:05:18.272925,,0,,12106,,1780166822,31,18,,,granted
10.11.81.22,2022-10-27 13:05:19.279448,,0,,12106,,1780166822,31,18,,,granted
10.11.81.22,2022-10-27 13:05:20.275062,,0,,12106,,1780166822,31,18,,,granted
10.11.81.22,2022-10-27 13:05:21.278865,,0,,12106,,1780166822,31,18,,,granted
10.11.81.22,2022-10-27 13:05:22.284912,,0,,12106,,1780166822,31,18,,,granted
10.11.81.22,2022-10-27 13:05:23.279091,,0,,12106,,1780166822,31,18,,,granted
10.11.81.22,2022-10-27 13:05:24.274379,,0,,12106,,1780166822,31,18,,,granted
10.11.81.22,2022-10-27 13:05:25.281615,,0,,12106,,1780166822,31,18,,,granted
10.11.81.22,2022-10-27 13:05:26.274084,,0,,12106,,1780166822,31,18,,,granted
10.11.81.22,2022-10-27 13:05:27.276394,,0,,12106,,1780166822,31,18,,,granted
10.11.81.22,2022-10-27 13:05:28.273888,,0,,12106,,1780166822,31,18,,,granted
10.11.81.22,2022-10-27 13:05:29.275823,,0,,12106,,1780166822,31,18,,,granted
10.11.81.22,2022-10-27 13:05:30.276904,,0,,12106,,1780166822,31,18,,,granted
10.11.81.22,2022-10-27 13:05:31.272140,,0,,12106,,1780166822,31,18,,,granted
10.11.81.22,2022-10-27 13:05:32.278056,,0,,12106,,1780166822,31,18,,,granted
10.11.81.22,2022-10-27 13:05:33.281797,,0,,12106,,1780166822,31,18,,,granted
10.11.81.22,2022-10-27 13:05:34.275088,,0,,12106,,1780166822,31,18,,,granted
10.11.81.22,2022-10-27 13:05:35.268550,,0,,12106,,1780166822,31,18,,,granted
10.11.81.22,2022-10-27 13:05:36.267328,,0,,12106,,1780166822,31,18,,,granted
10.11.81.22,2022-10-27 13:05:37.271651,,0,,12106,,1780166822,31,18,,,granted
10.11.81.22,2022-10-27 13:05:38.267487,,0,,12106,,1780166822,31,18,,,granted
10.11.81.22,2022-10-27 13:05:39.266805,,0,,12106,,1780166822,31,18,,,granted
10.11.81.22,2022-10-27 13:05:40.282216,,0,,12106,,1780166822,31,18,,,granted
10.11.81.22,2022-10-27 13:05:41.282676,,0,,12106,,1780166822,31,18,,,granted
10.11.81.22,2022-10-27 13:05:42.277399,,0,,12106,,1780166822,31,18,,,granted
10.11.81.22,2022-10-27 13:05:43.274905,,0,,12106,,1780166822,31,18,,,granted
10.11.81.22,2022-10-27 13:05:44.271570,,0,,12106,,1780166822,31,18,,,granted
10.11.81.22,2022-10-27 13:05:45.283127,,0,,12106,,1780166822,31,18,,,granted
10.11.81.22,2022-10-27 13:05:46.278100,,0,,12106,,1780166822,31,18,,,granted
10.11.81.22,2022-10-27 13:05:49.783397,,0,,12107,,1780166822,33,21,,,granted
10.11.81.22,2022-10-27 13:05:50.791508,,0,,12107,,1780166822,33,21,,,granted
10.11.81.22,2022-10-27 13:05:51.789874,,0,,12107,,1780166822,33,21,,,granted
10.11.81.22,2022-10-27 13:05:52.790466,,0,,12107,,1780166822,33,21,,,granted
10.11.81.22,2022-10-27 13:05:53.789326,,0,,12107,,1780166822,33,21,,,granted
10.11.81.22,2022-10-27 13:05:54.792857,,0,,12107,,1780166822,33,21,,,granted
10.11.81.22,2022-10-27 13:05:55.792287,,0,,12107,,1780166822,33,21,,,granted
10.11.81.22,2022-10-27 13:05:56.789409,,0,,12107,,1780166822,33,21,,,granted
10.11.81.22,2022-10-27 13:05:57.786507,,0,,12107,,1780166822,33,21,,,granted
10.11.81.22,2022-10-27 13:05:58.788256,,0,,12107,,1780166822,33,21,,,granted
10.11.81.22,2022-10-27 13:05:59.781196,,0,,12107,,1780166822,33,21,,,granted
10.11.81.22,2022-10-27 13:06:00.781783,,0,,12107,,1780166822,33,21,,,granted
10.11.81.22,2022-10-27 13:06:01.780582,,0,,12107,,1780166822,33,21,,,granted
10.11.81.22,2022-10-27 13:06:02.786948,,0,,12107,,1780166822,33,21,,,granted
10.11.81.22,2022-10-27 13:06:03.786744,,0,,12107,,1780166822,33,21,,,granted
10.11.81.22,2022-10-27 13:06:04.784973,,0,,12107,,1780166822,33,21,,,granted
10.11.81.22,2022-10-27 13:06:05.783405,,0,,12107,,1780166822,33,21,,,granted
10.11.81.22,2022-10-27 13:06:06.783264,,0,,12107,,1780166822,33,21,,,granted
10.11.81.22,2022-10-27 13:06:07.783876,,0,,12107,,1780166822,33,21,,,granted
10.11.81.22,2022-10-27 13:06:08.781437,,0,,12107,,1780166822,33,21,,,granted
10.11.81.22,2022-10-27 13:06:09.781073,,0,,12107,,1780166822,33,21,,,granted
10.11.81.22,2022-10-27 13:06:10.780487,,0,,12107,,1780166822,33,21,,,granted
10.11.81.22,2022-10-27 13:06:11.779765,,0,,12107,,1780166822,33,21,,,granted
10.11.81.22,2022-10-27 13:06:12.781760,,0,,12107,,1780166822,33,21,,,granted
10.11.81.22,2022-10-27 13:06:13.780988,,0,,12107,,1780166822,33,21,,,granted
10.11.81.22,2022-10-27 13:06:14.781048,,0,,12107,,1780166822,33,21,,,granted
10.11.81.22,2022-10-27 13:06:15.780239,,0,,12107,,1780166822,33,21,,,granted
10.11.81.22,2022-10-27 13:06:16.778702,,0,,12107,,1780166822,33,21,,,granted
10.11.81.22,2022-10-27 13:06:17.636241,,0,,12108,,1780166822,34,11,,,granted
10.11.81.22,2022-10-27 13:06:17.779035,,0,,12107,,1780166822,33,21,,,granted
10.11.81.22,2022-10-27 13:06:18.637195,,0,,12108,,1780166822,34,11,,,granted
10.11.81.22,2022-10-27 13:06:19.656511,,0,,12108,,1780166822,34,11,,,granted
10.11.81.22,2022-10-27 13:06:20.640570,,0,,12108,,1780166822,34,11,,,granted
10.11.81.22,2022-10-27 13:06:21.640859,,0,,12108,,1780166822,34,11,,,granted
10.11.81.22,2022-10-27 13:06:22.634989,,0,,12108,,1780166822,34,11,,,granted
10.11.81.22,2022-10-27 13:06:23.637902,,0,,12108,,1780166822,34,11,,,granted
10.11.81.22,2022-10-27 13:06:24.644817,,0,,12108,,1780166822,34,11,,,granted
10.11.81.22,2022-10-27 13:06:25.634015,,0,,12108,,1780166822,34,11,,,granted
10.11.81.22,2022-10-27 13:06:26.640959,,0,,12108,,1780166822,34,11,,,granted
10.11.81.22,2022-10-27 13:06:27.646881,,0,,12108,,1780166822,34,11,,,granted
10.11.81.22,2022-10-27 13:06:28.647353,,0,,12108,,1780166822,34,11,,,granted
10.11.81.22,2022-10-27 13:06:29.640875,,0,,12108,,1780166822,34,11,,,granted
10.11.81.22,2022-10-27 13:06:30.641247,,0,,12108,,1780166822,34,11,,,granted
10.11.81.22,2022-10-27 13:06:31.646767,,0,,12108,,1780166822,34,11,,,granted
10.11.81.22,2022-10-27 13:06:32.648586,,0,,12108,,1780166822,34,11,,,granted
10.11.81.22,2022-10-27 13:06:33.645637,,0,,12108,,1780166822,34,11,,,granted
10.11.81.22,2022-10-27 13:06:34.646580,,0,,12108,,1780166822,34,11,,,granted
10.11.81.22,2022-10-27 13:06:35.635037,,0,,12108,,1780166822,34,11,,,granted
10.11.81.22,2022-10-27 13:06:36.636331,,0,,12108,,1780166822,34,11,,,granted
10.11.81.22,2022-10-27 13:06:37.645803,,0,,12108,,1780166822,34,11,,,granted
10.11.81.22,2022-10-27 13:06:38.635474,,0,,12108,,1780166822,34,11,,,granted
10.11.81.22,2022-10-27 13:06:39.645348,,0,,12108,,1780166822,34,11,,,granted
10.11.81.22,2022-10-27 13:06:40.648512,,0,,12108,,1780166822,34,11,,,granted
10.11.81.22,2022-10-27 13:06:51.451682,,0,,12111,,1780166822,35,12,,,granted
10.11.81.22,2022-10-27 13:06:52.461510,,0,,12111,,1780166822,35,12,,,granted
10.11.81.22,2022-10-27 13:06:53.453740,,0,,12111,,1780166822,35,12,,,granted
10.11.81.22,2022-10-27 13:06:54.463072,,0,,12111,,1780166822,35,12,,,granted
10.11.81.22,2022-10-27 13:06:55.455295,,0,,12111,,1780166822,35,12,,,granted
10.11.81.22,2022-10-27 13:06:56.455017,,0,,12111,,1780166822,35,12,,,granted
10.11.81.22,2022-10-27 13:06:57.451899,,0,,12111,,1780166822,35,12,,,granted
10.11.81.22,2022-10-27 13:06:58.455629,,0,,12111,,1780166822,35,12,,,granted
10.11.81.22,2022-10-27 13:06:59.454739,,0,,12111,,1780166822,35,12,,,granted
10.11.81.22,2022-10-27 13:07:00.458667,,0,,12111,,1780166822,35,12,,,granted
10.11.81.22,2022-10-27 13:07:01.455480,,0,,12111,,1780166822,35,12,,,granted
10.11.81.22,2022-10-27 13:07:02.453065,,0,,12111,,1780166822,35,12,,,granted
10.11.81.22,2022-10-27 13:07:03.453028,,0,,12111,,1780166822,35,12,,,granted
10.11.81.22,2022-10-27 13:07:04.450878,,0,,12111,,1780166822,35,12,,,granted
10.11.81.22,2022-10-27 13:07:05.451660,,0,,12111,,1780166822,35,12,,,granted
10.11.81.22,2022-10-27 13:07:06.460595,,0,,12111,,1780166822,35,12,,,granted
10.11.81.22,2022-10-27 13:07:07.465885,,0,,12111,,1780166822,35,12,,,granted
10.11.81.22,2022-10-27 13:07:08.454732,,0,,12111,,1780166822,35,12,,,granted
10.11.81.22,2022-10-27 13:07:09.454645,,0,,12111,,1780166822,35,12,,,granted
10.11.81.22,2022-10-27 13:07:10.470534,,0,,12111,,1780166822,35,12,,,granted
10.11.81.22,2022-10-27 13:07:11.464474,,0,,12111,,1780166822,35,12,,,granted
10.11.81.22,2022-10-27 13:07:12.470933,,0,,12111,,1780166822,35,12,,,granted
10.11.81.22,2022-10-27 13:07:14.669286,,0,,12110,,1780166822,36,22,,,granted
10.11.81.22,2022-10-27 13:07:15.683217,,0,,12110,,1780166822,36,22,,,granted
10.11.81.22,2022-10-27 13:07:16.681750,,0,,12110,,1780166822,36,22,,,granted
10.11.81.22,2022-10-27 13:07:17.679761,,0,,12110,,1780166822,36,22,,,granted
10.11.81.22,2022-10-27 13:07:18.680817,,0,,12110,,1780166822,36,22,,,granted
10.11.81.22,2022-10-27 13:07:19.669775,,0,,12110,,1780166822,36,22,,,granted
10.11.81.22,2022-10-27 13:07:20.671148,,0,,12110,,1780166822,36,22,,,granted
10.11.81.22,2022-10-27 13:07:21.678639,,0,,12110,,1780166822,36,22,,,granted
10.11.81.22,2022-10-27 13:07:22.678078,,0,,12110,,1780166822,36,22,,,granted
10.11.81.22,2022-10-27 13:07:23.697602,,0,,12110,,1780166822,36,22,,,granted
10.11.81.22,2022-10-27 13:07:24.674038,,0,,12110,,1780166822,36,22,,,granted
10.11.81.22,2022-10-27 13:07:25.681723,,0,,12110,,1780166822,36,22,,,granted
10.11.81.22,2022-10-27 13:07:26.680875,,0,,12110,,1780166822,36,22,,,granted
10.11.81.22,2022-10-27 13:07:27.688060,,0,,12110,,1780166822,36,22,,,granted
10.11.81.22,2022-10-27 13:07:28.674993,,0,,12110,,1780166822,36,22,,,granted
10.11.81.22,2022-10-27 13:07:29.679539,,0,,12110,,1780166822,36,22,,,granted
10.11.81.22,2022-10-27 13:07:30.679348,,0,,12110,,1780166822,36,22,,,granted
10.11.81.22,2022-10-27 13:07:31.673825,,0,,12110,,1780166822,36,22,,,granted
10.11.81.22,2022-10-27 13:07:32.681500,,0,,12110,,1780166822,36,22,,,granted
10.11.81.22,2022-10-27 13:07:33.674881,,0,,12110,,1780166822,36,22,,,granted
